familia,categoria,slug,nombre,referencia,precio_eur,url
HERRAMIENTAS,Útiles,utiles,CHAIRAS PIEDRA NATURAL PREPARADA,R-21688,36.02,https://canodiy.es/utiles/93-R+21688-9999999002144.html
HERRAMIENTAS,Útiles,utiles,CREPE FINO LIMPIEZA CALZADO,R-756,1.09,https://canodiy.es/utiles/2400-R+756-9999999016882.html
HERRAMIENTAS,Útiles,utiles,CREPE GRUESO LIMPIEZA CALZADO,R-11497,1.18,https://canodiy.es/utiles/98-R+11497-9999999023798.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA CURVADA ZAPATERO DE REBAJAR A MANO 22X300MM,R-087,17.47,https://canodiy.es/utiles/345-R+087-9999999004063.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA CURVADA ZAPATERO DE REBAJAR A MANO 30X300MM,R-32346,20.98,https://canodiy.es/utiles/344-R+32346-9999999022333.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA ESPATULA ALMACEN CORTA,R-089,7.47,https://canodiy.es/utiles/734-R+089-9999999003868.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA ZAPATERO DE REBAJAR A MANO 12X280MM,R-088,14.52,https://canodiy.es/utiles/115-R+088-9999999004056.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA ZAPATERO DE REBAJAR A MANO 18X270MM,R-43190,15.46,https://canodiy.es/utiles/733-R+43190-9999999022326.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA ZAPATERO DE REBAJAR A MANO 20X280MM,R-43191,16.05,https://canodiy.es/utiles/735-R+43191-9999999016967.html
HERRAMIENTAS,Útiles,utiles,CUCHILLA ZAPATERO DE REBAJAR A MANO 24X300MM,R-7908,18.38,https://canodiy.es/utiles/116-R+7908-9999999016387.html
HERRAMIENTAS,Útiles,utiles,DESCOSEDOR DE COSTURAS,R-10343,1.09,https://canodiy.es/utiles/121-R+10343-9999999022401.html
HERRAMIENTAS,Útiles,utiles,HERRAMIENTA MANUAL PARA SACAR CLAVOS,R-036,17.65,https://canodiy.es/utiles/254-R+036-9999999001802.html
HERRAMIENTAS,Útiles,utiles,HERRAMIENTA O CHAIRA DE ACERO PARA AFILAR 770-7,R-10618,11.55,https://canodiy.es/utiles/92-R+10618-8421002278105.html
HERRAMIENTAS,Útiles,utiles,HERRAMIENTA PARA SACAR GRAPAS,R-531,15.42,https://canodiy.es/utiles/257-R+531-9999999004049.html
HERRAMIENTAS,Útiles,utiles,HERRAMIENTA PATA DE CABRA O BRUÑIDORA GRANDE REF. 24,R-16568,38.15,https://canodiy.es/utiles/205-R+16568.html
HERRAMIENTAS,Útiles,utiles,HERRAMIENTA SACAFILOS,R-037,16.28,https://canodiy.es/utiles/255-R+037-9999999002571.html
HERRAMIENTAS,Útiles,utiles,HERRAMIENTA SACAFILOS MAS CURVADO,R-6449,16.28,https://canodiy.es/utiles/256-R+6449-9999999002588.html
HERRAMIENTAS,Útiles,utiles,INFERNILLO DE HIERRO QUEMAHILOS,R-078,114.73,https://canodiy.es/utiles/123-R+078-9999999001857.html
HERRAMIENTAS,Útiles,utiles,JUEGO DE PUNZONES NUMERADORES 0-9 PARA CUERO,R-68342,16.09,https://canodiy.es/utiles/9686-R+68342-9999999036651.html
HERRAMIENTAS,Útiles,utiles,LEZNA PUNZON MANUAL PARA PERFORAR 2MM,R-029,7.55,https://canodiy.es/utiles/244-R+029-9999999001734.html
HERRAMIENTAS,Útiles,utiles,LIMA PARA AFILAR EN TRIANGULO Nº5,R-053,13.35,https://canodiy.es/utiles/174-R+053-8414299016772.html
HERRAMIENTAS,Útiles,utiles,LIMA PARA AFILAR EN TRIANGULO Nº6,R-054,15.49,https://canodiy.es/utiles/175-R+054-8414299016819.html
HERRAMIENTAS,Útiles,utiles,MANGO DE MADERA PARA LIMA DE TRIANGULO,R-23764,4.41,https://canodiy.es/utiles/185-R+23764-9999999013331.html
HERRAMIENTAS,Útiles,utiles,MANGO PARA LEZNA,R-39651,4.41,https://canodiy.es/utiles/183-R+39651-9999999017407.html
HERRAMIENTAS,Útiles,utiles,MANGO PORTA AGUJAS DE PICAR CUERO 3MM.,R-6680,52.57,https://canodiy.es/utiles/2255-R+6680-9999999002090.html
HERRAMIENTAS,Útiles,utiles,MANGO PORTA AGUJAS DE PICAR CUERO 5MM.,R-14850,57.83,https://canodiy.es/utiles/2256-R+14850-9999999018107.html
HERRAMIENTAS,Útiles,utiles,PISTOLA AUTOMÀTICA PARA DAR COLA 200ML,R-023,26.36,https://canodiy.es/utiles/241-R+023-9999999005503.html
HERRAMIENTAS,Útiles,utiles,PISTOLA DIFUMINAR YRIS-28 PASO 0.5,R-20469,385.2,https://canodiy.es/utiles/1119-R+20469-8425232100816.html
HERRAMIENTAS,Útiles,utiles,PISTOLAS PARA DIFUMINAR VICTORIA 16,R-026,547.79,https://canodiy.es/utiles/1117-R+026-8425232100762.html
HERRAMIENTAS,Útiles,utiles,PLANCHA CORTADOR VERDE GKS JAPAN 60 X 45CM,R-40707,48.23,https://canodiy.es/utiles/1447-R+40707-9999999005817.html
HERRAMIENTAS,Útiles,utiles,PLANCHA CORTADOR VERDE GKS JAPAN VERDE 60X90CM,R-48237,70.17,https://canodiy.es/utiles/2402-R+48237-9999999022975.html
HERRAMIENTAS,Útiles,utiles,PLANCHA CORTADOR VERDE WILIER TAIWAN 45X60CM,R-48236,35.68,https://canodiy.es/utiles/2401-R+48236-8010758002401.html
HERRAMIENTAS,Útiles,utiles,PLANCHAS NYLON CEPPO BLANCO 900X450X50,R-6359,273.39,https://canodiy.es/utiles/2403-R+6359.html
HERRAMIENTAS,Útiles,utiles,"RECIPIENTE DOSIFICADOR PARA DAR COLA 0,4L",R-1042,8.14,https://canodiy.es/utiles/278-R+1042-9999999022999.html
HERRAMIENTAS,Útiles,utiles,"RECIPIENTE DOSIFICADOR PARA DAR COLA 0,9L",R-6343,10.14,https://canodiy.es/utiles/279-R+6343-9999999023002.html
HERRAMIENTAS,Útiles,utiles,"RECIPIENTE DOSIFICADOR PARA DAR COLA 1,5L",R-1044,13.11,https://canodiy.es/utiles/280-R+1044-9999999023514.html
HERRAMIENTAS,Útiles,utiles,RECIPIENTE DOSIFICADOR PARA DAR COLA 3L,R-1048,14.86,https://canodiy.es/utiles/281-R+1048-9999999023507.html
HERRAMIENTAS,Útiles,utiles,RODILLO METÁLICO PARA PINTAR CANTOS TAPA ROJA,R-27381,31.44,https://canodiy.es/utiles/186-R+27381-9999999005145.html
HERRAMIENTAS,Útiles,utiles,RODILLO PARA ASENTAR CUERO,R-40360,29.34,https://canodiy.es/utiles/2398-R+40360.html
HERRAMIENTAS,Útiles,utiles,RODILLO PARA PINTAR CANTOS CAJA ROSA,R-9024,17.8,https://canodiy.es/utiles/187-R+9024-9999999000171.html
HERRAMIENTAS,Útiles,utiles,SUJETA ESPATULA METALICO PARA INFERNILLO,R-51308,58.7,https://canodiy.es/utiles/3346-R+51308-9999999023545.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO AMARILLO TERA 20 200 MTS. C/0106,R-43334,2.17,https://canodiy.es/bobina-200-mts/398-R+43334.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO BEIG TERA 20/3 200 MTS. C/0186,R-43337,2.17,https://canodiy.es/bobina-200-mts/401-R+43337.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO MARRÓN TERA 20/3 200 MTS. C/ 0181,R-43336,2.17,https://canodiy.es/bobina-200-mts/400-R+43336.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO MORADO TERA 20 200 MTS. C/ 0732,R-43330-QYA6U,2.17,https://canodiy.es/bobina-200-mts/2859-R+43330+QYA6U.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO ROJO TERA 20 200 MTS. C/0156,R-43335,2.17,https://canodiy.es/bobina-200-mts/399-R+43335.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO VERDE TERA 20 200 MTS. C/0237,R-43338,2.17,https://canodiy.es/bobina-200-mts/402-R+43338.html
HILOS,BOBINA 200 MTS,bobina-200-mts,BOBINA HILO VERDE TERA 20/3 200 MTS. C/0925,R-43340,2.17,https://canodiy.es/bobina-200-mts/404-R+43340.html
HILOS,BOBINA 300 MTS,bobina-300-mts,BOBINA HILO BEIG CRUDO MARA 30/3 300 MTS. C/ 0802,R-43602-PGHKV,2.86,https://canodiy.es/bobina-300-mts/7019-R+43602+PGHKV.html
HILOS,BOBINA 300 MTS,bobina-300-mts,BOBINA HILO GRIS MARA 30/3 300 MTS. C/ 0038,R-43602,2.86,https://canodiy.es/bobina-300-mts/640-R+43602.html
HILOS,BOBINA 700 MTS,bobina-700-mts,BOBINA HILO VERDE MARA 70/3 700 MTS. C/ 0553,R-64512,2.81,https://canodiy.es/bobina-700-mts/8198-R+64512.html
HILOS,CONO 1200 MTS,cono-1200-mts,CONO HILO GRIS MARA 30 1200 MTS. C/ 0122,R-20490,10.95,https://canodiy.es/cono-1200-mts/5587-R+20490-4008015904333.html
HILOS,CONO 1200 MTS,cono-1200-mts,CONO HILO MARRÓN CAOBA MARA 30 1200 MTS. C/ 0448,R-9961,10.95,https://canodiy.es/cono-1200-mts/3049-R+9961-4008015409876.html
HILOS,CONO 1200 MTS,cono-1200-mts,CONO HILO VERDE OSCURO MARA 30 1200 MTS. C/ 0678,R-19502,10.95,https://canodiy.es/cono-1200-mts/5531-R+19502-4008015410605.html
HILOS,CONO 2800 MTS,cono-2800-mts,CONO HILO MARRÓN MARA 70/3 2800 MTS. C/ 0697,R-2479,9.9,https://canodiy.es/cono-2800-mts/9695-R+2479.html
HILOS,CONO 5000 MTS,cono-5000-mts,CONO HILO AZUL MARINO MARA 120/3 5000 MTS. C/ 0665,R-53060,10.7,https://canodiy.es/cono-5000-mts/4420-R+53060.html
HILOS,CONO 5000 MTS,cono-5000-mts,CONO HILO BLANCO ROTO MARA 120/3 5000 MTS. C/ 0001,R-44374,10.7,https://canodiy.es/cono-5000-mts/7187-R+44374.html
HILOS,Encerados,encerados,A-PACK 10 BOBINAS HILO ENCERADO GAMA PARA EL CUERO CONO 100GR (175MTS.),R-68073,54.76,https://canodiy.es/encerados/9631-R+68073.html
HILOS,Encerados,encerados,A-PACK 35 BOBINAS HILO ENCERADO CONO 100GR (175 METROS),R-68081,191.65,https://canodiy.es/encerados/9632-R+68081.html
HILOS,Encerados,encerados,A-PACK 5 BOBINAS HILO ENCERADO COLORES ESSENCIAL CONO 100GR (175MTS.),R-68069,27.38,https://canodiy.es/encerados/9628-R+68069.html
HILOS,Encerados,encerados,A-PACK 5 BOBINAS HILO ENCERADO COLORES FLUOR CONO 100GR (175MTS.),R-68070,27.38,https://canodiy.es/encerados/9629-R+68070.html
HILOS,Encerados,encerados,A-PACK 5 BOBINAS HILO ENCERADO MULTICOLOR CONO 100GR (175MTS.),R-68071,27.38,https://canodiy.es/encerados/9630-R+68071.html
HILOS,Encerados,encerados,CONO 500 MTS HILO ENCERADO 1.6MM MULTICOLOR,R-62779,43.77,https://canodiy.es/encerados/7938-R+62779-9999999025044.html
HILOS,Encerados,encerados,CONO HILO ENCERADO AMARILLO 175 MTS C/ 121,R-55593,5.48,https://canodiy.es/encerados/5485-R+55593-9999999003448.html
HILOS,Encerados,encerados,CONO HILO ENCERADO AMARILLO FLÚOR 175 MTS C/ 141,R-55615,5.48,https://canodiy.es/encerados/5471-R+55615-9999999003653.html
HILOS,Encerados,encerados,CONO HILO ENCERADO AZUL 175 MTS C/ 117,R-55590,5.48,https://canodiy.es/encerados/5481-R+55590-9999999003417.html
HILOS,Encerados,encerados,CONO HILO ENCERADO AZUL 175 MTS C/ 119,R-55598,5.48,https://canodiy.es/encerados/5483-R+55598-9999999003486.html
HILOS,Encerados,encerados,CONO HILO ENCERADO AZUL MARINO 175 MTS C/ 120,R-55594,5.48,https://canodiy.es/encerados/5484-R+55594-9999999003455.html
HILOS,Encerados,encerados,CONO HILO ENCERADO AZUL TURQUESA 175 MTS C/ 118,R-55603,5.48,https://canodiy.es/encerados/5482-R+55603-9999999003530.html
HILOS,Encerados,encerados,CONO HILO ENCERADO BEIGE 175 MTS C/ 103,R-55600,5.48,https://canodiy.es/encerados/5477-R+55600-9999999003509.html
HILOS,Encerados,encerados,CONO HILO ENCERADO BEIGE 175 MTS C/ 107,R-55602,5.48,https://canodiy.es/encerados/5478-R+55602-9999999003523.html
HILOS,Encerados,encerados,CONO HILO ENCERADO BEIGE 175 MTS C/ 111,R-64793,5.48,https://canodiy.es/encerados/8356-R+64793-9999999026928.html
HILOS,Encerados,encerados,CONO HILO ENCERADO BEIGE VERDOSO 175 MTS C/ 102,R-55588,5.48,https://canodiy.es/encerados/5476-R+55588-9999999003394.html
HILOS,Encerados,encerados,CONO HILO ENCERADO BLANCO 175 MTS C/ 101,R-55586,5.48,https://canodiy.es/encerados/5475-R+55586-9999999003370.html
HILOS,Encerados,encerados,CONO HILO ENCERADO ENCERADO 175 MTS C/ 131,R-55609,5.48,https://canodiy.es/encerados/5466-R+55609-9999999003592.html
HILOS,Encerados,encerados,CONO HILO ENCERADO FUCSIA 175 MTS C/ 126,R-55604,5.48,https://canodiy.es/encerados/5490-R+55604-9999999003547.html
HILOS,Encerados,encerados,CONO HILO ENCERADO GRIS 175 MTS C/ 133,R-55611,5.48,https://canodiy.es/encerados/5468-R+55611-9999999003615.html
HILOS,Encerados,encerados,CONO HILO ENCERADO GRIS 175 MTS C/ 134,R-55612,5.48,https://canodiy.es/encerados/5467-R+55612-9999999003622.html
HILOS,Encerados,encerados,CONO HILO ENCERADO GRIS 175 MTS C/ 135,R-55589,5.48,https://canodiy.es/encerados/5469-R+55589-9999999003400.html
HILOS,Encerados,encerados,CONO HILO ENCERADO LILA 175 MTS C/ 129,R-55607,5.48,https://canodiy.es/encerados/5464-R+55607-9999999003578.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MARRÓN 175 MTS C/ 112,R-64686,5.48,https://canodiy.es/encerados/8335-R+64686-9999999026737.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MARRÓN 175 MTS C/ 138,R-55614,5.48,https://canodiy.es/encerados/5470-R+55614-9999999003646.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MARRÓN 175 MTS C/ 146,R-64688,5.48,https://canodiy.es/encerados/8334-R+64688-9999999026751.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MARRÓN CAMEL 175 MTS C/ 140,R-64687,5.48,https://canodiy.es/encerados/8336-R+64687-9999999026744.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MARRÓN CUERO 175 MTS C/ 114,R-55601,5.48,https://canodiy.es/encerados/5479-R+55601-9999999003516.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MARRÓN OSCURO 175 MTS C/ 115,R-55591,5.48,https://canodiy.es/encerados/5480-R+55591-9999999003424.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MORADO OSCURO 175 MTS C/ 128,R-55606,5.48,https://canodiy.es/encerados/5462-R+55606-9999999003561.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MORADO OSCURO 175 MTS C/ 130,R-55608,5.48,https://canodiy.es/encerados/5463-R+55608-9999999003585.html
HILOS,Encerados,encerados,CONO HILO ENCERADO MULTICOLOR 175 MTS C/ 124,R-55596,5.48,https://canodiy.es/encerados/5489-R+55596-9999999003462.html
HILOS,Encerados,encerados,CONO HILO ENCERADO NARANJA 175 MTS C/ 122,R-55592,5.48,https://canodiy.es/encerados/5486-R+55592-9999999003431.html
HILOS,Encerados,encerados,CONO HILO ENCERADO NARANJA FLÚOR 175 MTS C/ 142,R-55616,5.48,https://canodiy.es/encerados/5473-R+55616-9999999003660.html
HILOS,Encerados,encerados,CONO HILO ENCERADO NEGRO 175 MTS C/ 100,R-55587,5.48,https://canodiy.es/encerados/6762-R+55587-9999999003387.html
HILOS,Encerados,encerados,CONO HILO ENCERADO ROJO 175 MTS C/ 127,R-55605,5.48,https://canodiy.es/encerados/5461-R+55605-9999999003554.html
HILOS,Encerados,encerados,CONO HILO ENCERADO ROJO CORAL 175 MTS C/ 123,R-55597,5.48,https://canodiy.es/encerados/5487-R+55597-9999999003479.html
HILOS,Encerados,encerados,CONO HILO ENCERADO ROJO FLÚOR 175 MTS C/ 144,R-55618,5.48,https://canodiy.es/encerados/5474-R+55618-9999999003684.html
HILOS,Encerados,encerados,CONO HILO ENCERADO ROSA 175 MTS C/ 125,R-55599,5.48,https://canodiy.es/encerados/5488-R+55599-9999999003493.html
HILOS,Encerados,encerados,CONO HILO ENCERADO VERDE FLÚOR 175 MTS C/ 143,R-55617,5.48,https://canodiy.es/encerados/5472-R+55617-9999999003677.html
HILOS,Encerados,encerados,CONO HILO ENCERADO VERDE OSCURO 175 MTS C/ 132,R-55610,5.48,https://canodiy.es/encerados/5465-R+55610-9999999003608.html
HILOS,Gütermann Mara,guetermann-mara,BOBINA HILO LILA MARA 30/3 300 MTS. C/ 0656,R-43622,2.86,https://canodiy.es/guetermann-mara/658-R+43622.html
HILOS,Gütermann Mara,guetermann-mara,PACK 10 BOBINAS PARA VAQUEROS MARA 30,R-59706,28.24,https://canodiy.es/guetermann-mara/6716-R+59706.html
HILOS,HILO GÜTERMANN MARA,hilo-guetermann-mara,AA CARTA DE COLORES MARA CANODIY,R-66148,2.99,https://canodiy.es/hilo-guetermann-mara/9220-R+66148-9999999030482.html
HILOS,HILO GÜTERMANN TERA,hilo-guetermann-tera,AA CARTA COLORES TERA CANODIY,R-64903,2.99,https://canodiy.es/hilo-guetermann-tera/9221-R+64903-9999999030499.html
HILOS,HILO GÜTERMANN TERA,hilo-guetermann-tera,BOBINA HILO NEGRO TERA 15 400 MTS. C/0000,R-43356-2O3RQ,5.96,https://canodiy.es/hilo-guetermann-tera/6654-R+43356+2O3RQ.html
HILOS,HILO GÜTERMANN TERA,hilo-guetermann-tera,CONO HILO BEIGE TERA 8 800 MTS. C/0131,R-25494,17.57,https://canodiy.es/hilo-guetermann-tera/6542-R+25494.html
HILOS,HILO GÜTERMANN TERA,hilo-guetermann-tera,CONO HILO MARRÓN OSCURO TERA 8 800 MTS. C/0696,R-12732,17.57,https://canodiy.es/hilo-guetermann-tera/6541-R+12732.html
HILOS,HILOS,hilos,CONO HILO BLANCO SOLBOND 20/3 1500 MTS. C/ 111,R-36654,15.67,https://canodiy.es/hilos/3515-R+36654.html
HILOS,HILOS,hilos,CONO HILO BLANCO SOLBOND 40/3 3000 MTS. C/ 111,R-49476,20.55,https://canodiy.es/hilos/3514-R+49476.html
HILOS,HILOS,hilos,CONO HILO DORADO POLAR 0.4 MM 500 MTS,R-9603,37.52,https://canodiy.es/hilos/6658-R+9603.html
HILOS,HILOS,hilos,CONO HILO DORADO POLAR 0.8 MM 500 MTS,R-10163,78.81,https://canodiy.es/hilos/6659-R+10163.html
HILOS,HILOS,hilos,CONO HILO DORADO POLAR 30/3 800 MTS,R-44828,29.27,https://canodiy.es/hilos/6655-R+44828.html
HILOS,HILOS,hilos,CONO HILO NEGRO SOLBOND 10/3 1000 MTS. C/ 9527,R-60314,18.11,https://canodiy.es/hilos/7097-R+60314.html
HILOS,HILOS,hilos,CONO HILO PLATEADO POLAR 0.4 MM 500 MTS,R-9604,37.52,https://canodiy.es/hilos/6657-R+9604.html
HILOS,HILOS,hilos,CONO HILO PLATEADO POLAR 0.8 MM 500 MTS,R-9483,78.81,https://canodiy.es/hilos/6660-R+9483.html
HILOS,Hilo Elástico,hilo-elastico,BOBINA HILO AZUL MARINO ELÁSTICO-15 10MTS. C/ 5262,R-60804-U5BEH,1.74,https://canodiy.es/hilo-elastico/6995-R+60804+U5BEH.html
HILOS,Hilo Elástico,hilo-elastico,BOBINA HILO BLANCO ELÁSTICO-15 10MTS. C/5019,R-60804-QASSE,1.74,https://canodiy.es/hilo-elastico/6999-R+60804+QASSE.html
HILOS,Hilo Elástico,hilo-elastico,BOBINA HILO MARRÓN ELÁSTICO-15 10MTS. C/4002,R-60804-WUSPU,1.74,https://canodiy.es/hilo-elastico/6997-R+60804+WUSPU.html
HILOS,Hilo Elástico,hilo-elastico,BOBINA HILO NEGRO ELÁSTICO-15 10MTS. C/4017,R-60804,1.74,https://canodiy.es/hilo-elastico/6993-R+60804.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO BLANCO ELÁSTICO-15 1000 MTS. C/ 0800,R-26262,21.5,https://canodiy.es/hilo-elastico/6991-R+26262-4008015789121.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO CRUDO ELÁSTICO-15 1000 MTS. C/ 0005,R-51041,21.5,https://canodiy.es/hilo-elastico/6989-R+51041.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO ELÁSTICO BLANCO SABAFLEX-30 900MT C/ 1000,R-50094,10.13,https://canodiy.es/hilo-elastico/9273-R+50094.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO ELÁSTICO NEGRO SABAFLEX-30 900MT C/ 4000,R-50789,10.13,https://canodiy.es/hilo-elastico/9274-R+50789.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO ELÁSTICO NEGRO SABAFLEX-50 1200 MTS C/ 4000,R-48899,9.88,https://canodiy.es/hilo-elastico/9633-R+48899.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO MARRÓN OSCURO ELÁSTICO-15 1000 MTS. C/ 4002,R-5710,21.5,https://canodiy.es/hilo-elastico/6990-R+5710-4008015626914.html
HILOS,Hilo Elástico,hilo-elastico,CONO HILO NEGRO ELÁSTICO-15 1000 MTS. C/ 0000,R-3723,21.5,https://canodiy.es/hilo-elastico/6988-R+3723-4008015789138.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO AZUL MARINO TERA 80/3 2400 MTS. C/0339,R-43577-BDXBY,7.2,https://canodiy.es/8342-R+43577+BDXBY.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO AZUL OSCURO TERA 20/3 600 MTS. C/0312,R-43367,6.24,https://canodiy.es/431-R+43367.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO BLANCO TERA 60 600 MTS. C/0800,R-43531,2.12,https://canodiy.es/593-R+43531.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO GRIS TERA 60 600 MTS. C/0701,R-43529,2.4,https://canodiy.es/591-R+43529.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO MARRÓN CAOBA TERA 60 600 MTS. C/0650,R-43527,2.4,https://canodiy.es/589-R+43527.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO MARRÓN TERA 60 600 MTS. C/0697,R-43528,2.4,https://canodiy.es/590-R+43528.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO MARRÓN TERA 60 600 MTS. C/0724,R-43530,2.4,https://canodiy.es/592-R+43530.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO NEGRO TERA 80/3 2400 MTS. C/0000,R-43577,7.2,https://canodiy.es/628-R+43577.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO ROJO BURDEOS TERA 80/3 2400 MTS. C/0368,R-43577-C9PFM,7.2,https://canodiy.es/8340-R+43577+C9PFM.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO ROJO FLUOR TERA 60 600 MTS. C/3722,R-43532,2.4,https://canodiy.es/594-R+43532.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO ROJO TERA 80/3 2400 MTS. C/0156,R-43579,7.2,https://canodiy.es/630-R+43579.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO VERDE PINO TERA 80 2400 MTS. C/0237,R-43577-S7M6G,7.2,https://canodiy.es/8338-R+43577+S7M6G.html
HILOS,Hilo Gütermann Tera,,BOBINA HILO VERDE TERA 60 600 MTS. C/0925,R-43533,2.4,https://canodiy.es/595-R+43533.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA DE HILO POLIAMIDA BEIGE ZWILON 40/3 1200 MTS. C/1334,R-62706-WF0L1,5.51,https://canodiy.es/hilos-poliamida/7370-R+62706+WF0L1.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA DE HILO POLIAMIDA CRUDO ZWILON 40/3 1200 MTS. C/0414,R-62706-O4H1N,5.51,https://canodiy.es/hilos-poliamida/7362-R+62706+O4H1N.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA DE HILO POLIAMIDA GRIS ZWILON 40/3 1200 MTS. C/0701,R-62706-DGFAG,5.51,https://canodiy.es/hilos-poliamida/7368-R+62706+DGFAG.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA DE HILO POLIAMIDA MARRÓN CAOBA ZWILON 40/3 1200 MTS. C/0448,R-62706-DN6BT,5.51,https://canodiy.es/hilos-poliamida/7364-R+62706+DN6BT.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA DE HILO POLIAMIDA MARRÓN OSCURO ZWILON 40/3 1200 MTS. C/0696,R-62706-3AS6X,5.51,https://canodiy.es/hilos-poliamida/7366-R+62706+3AS6X.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA DE HILO POLIAMIDA MARRÓN ZWILON 40/3 1200 MTS. C/0215,R-62706,5.51,https://canodiy.es/hilos-poliamida/7359-R+62706.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA AMARILLO ZWILON 60/3 1800 MTS. C/0327,R-62717-HWTZE,6.12,https://canodiy.es/hilos-poliamida/7382-R+62717+HWTZE.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA AZUL CELESTE ZWILON 60/3 1800 MTS. C/0196,R-62717-ADSZH,6.12,https://canodiy.es/hilos-poliamida/7379-R+62717+ADSZH.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA BEIGE ZWILON 60/3 1800 MTS. C/1334,R-62717-VIQVH,6.12,https://canodiy.es/hilos-poliamida/7394-R+62717+VIQVH.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA BLANCO ZWILON 60/3 1800 MTS. C/0800,R-62717-MDYOS,5.46,https://canodiy.es/hilos-poliamida/7389-R+62717+MDYOS.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA GRIS CLARO ZWILON 60/3 1800 MTS. C/0299,R-62717-DYYOC,6.12,https://canodiy.es/hilos-poliamida/7381-R+62717+DYYOC.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA MARRÓN CAOBA ZWILON 60/3 1800 MTS. C/0448,R-62717-9FCBO,6.12,https://canodiy.es/hilos-poliamida/7384-R+62717+9FCBO.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA ROSA CLARO ZWILON 60/3 1800 MTS. C/2017,R-62717-C7FUH,6.12,https://canodiy.es/hilos-poliamida/7392-R+62717+C7FUH.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA ROSA SALMÓN ZWILON 60/3 1800 MTS. C/0586,R-62717-VSQOV,6.12,https://canodiy.es/hilos-poliamida/7387-R+62717+VSQOV.html
HILOS,Hilos Poliamida,hilos-poliamida,BOBINA HILO POLIAMIDA VERDE ZWILON 60/3 1800 MTS. C/0152,R-62717-QIITT,6.12,https://canodiy.es/hilos-poliamida/7375-R+62717+QIITT.html
HILOS,Hilos Poliamida,hilos-poliamida,CONO HILO POLIAMIDA AMARILLO FLÚOR ZWILON 30/3 3000 MTS. C/3835,R-62700,22.04,https://canodiy.es/hilos-poliamida/7356-R+62700.html
